genes	Ff_mean	Fm_mean	theta	prob	log2FC
Rphi_RPHIM00000022965	3.76341536126667	0.4832379202	0.598430579321814	0.963238032748385	2.9612369517537
Rphi_RPHIM00000010024	82.0116626612667	37.8227546152667	0.573992480296193	0.963225745562287	1.11657464817402
Rphi_RPHIM00000004658	56.1266021476	22.8917455432	0.598589516683494	0.963200802921426	1.29385724693985
Rphi_RPHIM00000029439	22.1443635847667	7.853307025	0.573858301400498	0.963200630892309	1.49556733018908
Rphi_RPHIM00000003553	64.8113750167667	30.4686468839	0.598677818129302	0.9631801035979	1.08892161092854
Rphi_RPHIM00000000833	318.207245645	191.684546676667	0.59884289418342	0.963141377483286	0.731232652744792
Rphi_RPHIM00000021566	81.7855386091667	18.8570613090333	0.694827148703139	0.963116379870763	2.11674090367731
Rphi_RPHIM00000012324	19.8318553985333	3.1598088233	0.598955128675417	0.96311447868137	2.64991047801578
Rphi_RPHIM00000015175	221.4181173453	89.5882081075	0.57334163753354	0.963103616767443	1.30539251655984
Rphi_RPHIM00000015756	133.096677219733	83.1904202762	0.573295479148274	0.963094964117792	0.677985243888586
Rphi_RPHIM00000008924	192.310736172867	83.5106477307	0.599048055436035	0.963091136794639	1.20340724640113
Rphi_RPHIM00000020466	39.6811462485667	13.1081485227667	0.69467295959972	0.963091097254648	1.59798977606557
Rphi_RPHIM00000030273	24.7665022933667	5.7249410173	0.694660059791808	0.96308898327595	2.11305740036625
Rphi_RPHIM00000035723	55.6986784822333	22.6237312988667	0.694508541127492	0.963063801474608	1.29980620777438
Rphi_RPHIM00000005781	179.063473395767	71.8580470976667	0.599179442879266	0.963058111866672	1.31724944389791
Rphi_RPHIM00000029301	250.050091121467	131.176970693433	0.694440359326392	0.963052131582006	0.930702666791281
Rphi_RPHIM00000024267	96.7150148478667	53.0808071167667	0.599260866990877	0.963037632385025	0.865549575454606
Rphi_RPHIM00000007910	16.4898265295667	3.56397937383333	0.599264169622716	0.963036801507976	2.21001532937934
Rphi_RPHIM00000015633	959.501786664667	622.580878487133	0.694311499603248	0.963030091187752	0.624024225267168
Rphi_RPHIM00000016578	142.156862925567	55.2998196906333	0.599291018304501	0.963030046296389	1.36213706831414
Rphi_RPHIM00000015895	425.8609823719	150.1338445327	0.694084863124894	0.962991374534335	1.50413331637312
Rphi_RPHIM00000022812	134.4113415014	64.9041557667667	0.572732967154101	0.962989708845101	1.05027211546261
